url	page_title	name	city_type	official_name	state	county	nickname	motto	population_total	population_city	population_estimate	population_rank	population_density	established_date	named_for	government_type	government_body	area_total	area_city	area_land	area_water	elevation	highest_elevation	timezone	summer_dst	zip_code	area_code	fips_code	gnis_feature_id	website	coordinates	coordinates_link
https://en.wikipedia.org/wiki/Akers,_Louisiana	Manchac, Louisiana	Manchac, Louisiana	Unincorporated community	 	Louisiana	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3 ft (0.9 m)	 	UTC-6 (CST)	UTC-5 (CDT)	70421[1]	985	 	 	 	30°17′30″N 90°24′07″W	https://geohack.toolforge.org/geohack.php?pagename=Manchac,_Louisiana&params=30_17_30_N_90_24_07_W_type:city_region:US-LA
https://en.wikipedia.org/wiki/Akiachak,_Alaska	Akiachak, Alaska	Akiachak	Census-designated place	 	Alaska	 	 	 	677	 	 	 	97/sq mi (37/km2)	 	 	 	 	7.01 sq mi (18.16 km2)	 	7.01 sq mi (18.16 km2)	0.00 sq mi (0.00 km2)	13 ft (4 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99551	907	02-00760	1398011	akiachak.org	60°53′58″N 161°24′48″W	https://geohack.toolforge.org/geohack.php?pagename=Akiachak,_Alaska&params=60_53_58_N_161_24_48_W_region:US-AK_type:city(677)
https://en.wikipedia.org/wiki/Akiak,_Alaska	Akiak, Alaska	Akiak	City	 	Alaska	 	 	 	462	 	 	 	244.70/sq mi (94.48/km2)	 	 	 	 	3.00 sq mi (7.77 km2)	 	1.89 sq mi (4.89 km2)	1.11 sq mi (2.88 km2)	13 ft (4 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99552	907	02-00870	1398012	akiaknativecommunity.org	60°54′36″N 161°13′6″W	https://geohack.toolforge.org/geohack.php?pagename=Akiak,_Alaska&params=60_54_36_N_161_13_6_W_region:US-AK_type:city(462)
https://en.wikipedia.org/wiki/Akron,_Alabama	Akron, Alabama	Akron, Alabama	Town	 	Alabama	Hale	 	 	225	 	 	 	327.99/sq mi (126.68/km2)	 	 	 	 	0.69 sq mi (1.79 km2)	 	0.69 sq mi (1.78 km2)	0.01 sq mi (0.01 km2)	131 ft (40 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	35441	205, 659	01-00676	112953	 	32°52′35″N 87°44′27″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Alabama&params=32_52_35_N_87_44_27_W_region:US-AL_type:city(225)
https://en.wikipedia.org/wiki/Akron,_Colorado	Akron, Colorado	Akron, Colorado	Statutory Town	 	Colorado	Washington County seat[2]	 	 	1,757	 	 	 	633.84/sq mi (244.70/km2)	 	 	Statutory Town[1]	 	2.77 sq mi (7.18 km2)	 	2.77 sq mi (7.18 km2)	0.00 sq mi (0.00 km2)	4,659 ft (1,420 m)	 	UTC−07:00 (MST)	UTC−06:00 (MDT)	80720[7]	970	08-00925	 	Town website	40°09′52″N 103°13′14″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Colorado&params=40.164382_N_103.220685_W_region:US-CO_type:city
https://en.wikipedia.org/wiki/Akron,_Indiana	Akron, Indiana	Akron	Town	 	Indiana	Fulton	 	 	1,125	 	 	 	2,450.98/sq mi (946.69/km2)	 	 	 	 	0.46 sq mi (1.19 km2)	 	0.46 sq mi (1.19 km2)	0.00 sq mi (0.00 km2)	850 ft (259 m)	 	UTC−5 (EST)	UTC−5 (EST)	46910	574	18-00748	 	www.akronindiana.com	41°2′20″N 86°1′29″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Indiana&params=41_2_20_N_86_1_29_W_region:US_type:city
https://en.wikipedia.org/wiki/Akron,_Iowa	Akron, Iowa	Akron	City	 	Iowa	Plymouth	 	 	1,558	 	 	 	1,264.61/sq mi (488.20/km2)	 	 	Mayor-council	 	1.23 sq mi (3.19 km2)	 	1.23 sq mi (3.19 km2)	0.00 sq mi (0.00 km2)	1,142 ft (348 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	51001	712	19-00775	0454109	City of Akron	42°49′31″N 96°33′24″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Iowa&params=42_49_31_N_96_33_24_W_region:US_type:city
https://en.wikipedia.org/wiki/Akron,_Michigan	Akron, Michigan	Akron	Village	 	Michigan	Tuscola	 	 	349	 	 	 	370.49/sq mi (143.05/km2)	 	 	 	 	0.94 sq mi (2.44 km2)	 	0.94 sq mi (2.44 km2)	0.00 sq mi (0.00 km2)	640 ft (195 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	48701	989	26-00700[2]	2397920[3]	Village website	43°34′0″N 83°30′51″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Michigan&params=43_34_0_N_83_30_51_W_type:city_region:US-MI_source:GNIS
https://en.wikipedia.org/wiki/Akron,_New_York	Akron, New York	Akron, New York	Village	 	New York	Erie	 	 	2,888	 	 	 	1,435.39/sq mi (554.34/km2)	 	 	 	 	2.01 sq mi (5.21 km2)	 	2.01 sq mi (5.21 km2)	0.00 sq mi (0.00 km2)	741 ft (226 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	14001	716	36-00441	0942224	Village of Akron official website	43°1′10″N 78°29′41″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_New_York&params=43_1_10_N_78_29_41_W_region:US-NY_type:city(2888)
https://en.wikipedia.org/wiki/Akron,_Ohio	Akron, Ohio	Akron, Ohio	City	 	Ohio	Summit	 	 	 	190,469	 	US: 136th	3,075.40/sq mi (1,187.42/km2)	 	 	Strong Mayor–council	 	 	62.27 sq mi (161.29 km2)	61.93 sq mi (160.41 km2)	0.34 sq mi (0.88 km2)  0.55%	1,004 ft (306 m)	 	UTC−5 (Eastern (EST))	UTC−4 (EDT)	44301-44321, 44325-44326, 44328, 44333-44334, 44372, 44396, 44398	234, 330	39-01000	1064305[2]	www.akronohio.gov	41°4′23″N 81°31′4″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Ohio&params=41_4_23_N_81_31_4_W_region:US-OH_type:city(190469)
https://en.wikipedia.org/wiki/Akron,_Pennsylvania	Akron, Pennsylvania	Akron, Pennsylvania	Borough	 	Pennsylvania	Lancaster	 	 	4,152	 	 	 	3,383.86/sq mi (1,307.03/km2)	 	 	 	 	1.23 sq mi (3.19 km2)	 	1.23 sq mi (3.18 km2)	0.01 sq mi (0.02 km2)	509 ft (155 m)	 	UTC-5 (EST)	UTC-4 (EDT)	 	717	 	 	www.akron-pa.com	40°09′23″N 76°12′14″W	https://geohack.toolforge.org/geohack.php?pagename=Akron,_Pennsylvania&params=40_09_23_N_76_12_14_W_type:city(4152)_region:US-PA
https://en.wikipedia.org/wiki/Akutan,_Alaska	Akutan, Alaska	Akutan	City	 	Alaska	 	 	 	1,589	 	 	 	24.08/sq mi (9.30/km2)	 	 	 	 	147.90 sq mi (383.07 km2)	 	65.98 sq mi (170.88 km2)	81.93 sq mi (212.19 km2)	98 ft (30 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99553	907	02-01090	1418123	 	54°7′57″N 165°46′30″W	https://geohack.toolforge.org/geohack.php?pagename=Akutan,_Alaska&params=54_7_57_N_165_46_30_W_region:US-AK_type:city(1589)
https://en.wikipedia.org/wiki/Akwesasne,_New_York	Akwesasne, New York			 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
https://en.wikipedia.org/wiki/Alabaster,_Alabama	Alabaster, Alabama	Alabaster, Alabama	City	 	Alabama	Shelby	 	 	33,284	 	 	 	 	 	 	 	 	25.59 sq mi (66.29 km2)	 	25.28 sq mi (65.47 km2)	0.31 sq mi (0.81 km2)	584 ft (178 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	35007, 35114	205, 659	01-00820	2403069[2]	http://www.cityofalabaster.com	33°13′52″N 86°49′25″W	https://geohack.toolforge.org/geohack.php?pagename=Alabaster,_Alabama&params=33_13_52_N_86_49_25_W_region:US-AL_type:city(33284)
https://en.wikipedia.org/wiki/Alachua,_Florida	Alachua, Florida	Alachua, Florida	City	 	Florida	Alachua	 	 	10,574	 	 	 	292.12/sq mi (112.79/km2)	1884	 	Commission-Manager	 	36.56 sq mi (94.70 km2)	 	36.20 sq mi (93.75 km2)	0.37 sq mi (0.95 km2)  0.11%	138 ft (42 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	32615-32616	386, 352	12-00375[2]	0307629[3]	www.cityofalachua.com	29°46′45″N 82°28′47″W	https://geohack.toolforge.org/geohack.php?pagename=Alachua,_Florida&params=29_46_45_N_82_28_47_W_region:US-FL_type:city(10574)
https://en.wikipedia.org/wiki/Aladdin,_Wyoming	Aladdin, Wyoming	Aladdin	Hamlet	 	Wyoming	Crook	 	 	15	 	 	 	 	 	 	 	 	30 acres (10 ha)	 	 	 	3,688 ft (1,124 m)	 	UTC-7 (Mountain (MST))	UTC-6 (MDT)	82710	 	 	1597196[1]	 	44°38′24″N 104°11′01″W	https://geohack.toolforge.org/geohack.php?pagename=Aladdin,_Wyoming&params=44.6399866_N_104.183551_W_region:US-WY_type:city(15)
https://en.wikipedia.org/wiki/Alakanuk,_Alaska	Alakanuk, Alaska	Alakanuk	City	 	Alaska	 	 	 	756	 	 	 	23.48/sq mi (9.07/km2)	 	 	 	 	41.80 sq mi (108.26 km2)	 	32.20 sq mi (83.40 km2)	9.60 sq mi (24.86 km2)	3 ft (1 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99554	907	02-01200	1398042	 	62°41′5″N 164°38′43″W	https://geohack.toolforge.org/geohack.php?pagename=Alakanuk,_Alaska&params=62_41_5_N_164_38_43_W_region:US_type:city
https://en.wikipedia.org/wiki/Alamance,_North_Carolina	Alamance, North Carolina	Alamance	Village	 	North Carolina	Alamance	 	 	988	 	 	 	1,242.77/sq mi (479.76/km2)	 	 	 	 	0.80 sq mi (2.07 km2)	 	0.80 sq mi (2.06 km2)	0.01 sq mi (0.02 km2)	587 ft (179 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	27201	336	37-00640[3]	2407406[2]	www.villageofalamance.com	36°01′43″N 79°29′20″W	https://geohack.toolforge.org/geohack.php?pagename=Alamance,_North_Carolina&params=36_01_43_N_79_29_20_W_region:US-NC_type:city(357)
https://en.wikipedia.org/wiki/Alameda,_California	Alameda, California	Alameda	City	 	California	Alameda	 	 	78,280	 	 	 	7,491.63/sq mi (2,892.62/km2)	 	 	Council–manager	 	22.98 sq mi (59.52 km2)	 	10.45 sq mi (27.06 km2)	12.53 sq mi (32.45 km2)  53.79%	33 ft (10 m)	 	UTC−8 (Pacific)	UTC−7 (PDT)	 	510, 341	06-00562	277468, 2409669	alamedaca.gov	37°45′22″N 122°16′28″W	https://geohack.toolforge.org/geohack.php?pagename=Alameda,_California&params=37_45_22_N_122_16_28_W_region:US-CA_type:city(74000)
https://en.wikipedia.org/wiki/Alamo,_California	Alamo, California	Alamo	census-designated place	 	California	Contra Costa	 	 	15,314	 	 	 	1,560.11/sq mi (602.38/km2)	 	 	 	 	9.82 sq mi (25.42 km2)	 	9.82 sq mi (25.42 km2)	0.00 sq mi (0.00 km2)  0%	259 ft (79 m)	 	UTC-8 (PST)	UTC-7 (PDT)	94507	925	06-00618	1657900, 2407707	 	37°51′01″N 122°01′56″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_California&params=37_51_01_N_122_01_56_W_region:US-CA_type:city(15314)
https://en.wikipedia.org/wiki/Alamo,_Georgia	Alamo, Georgia	Alamo, Georgia	City	 	Georgia	Wheeler	 	 	771	 	 	 	393.57/sq mi (151.94/km2)	 	 	 	 	2.01 sq mi (5.21 km2)	 	1.96 sq mi (5.07 km2)	0.05 sq mi (0.14 km2)	230 ft (70 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	30411	912	13-00996[2]	0331008[3]	 	32°8′54″N 82°46′43″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_Georgia&params=32_8_54_N_82_46_43_W_region:US_type:city
https://en.wikipedia.org/wiki/Alamo,_Indiana	Alamo, Indiana	Alamo, Indiana	Town	 	Indiana	Montgomery	 	 	66	 	 	 	1,064.52/sq mi (409.27/km2)	 	 	 	 	0.06 sq mi (0.16 km2)	 	0.06 sq mi (0.16 km2)	0.00 sq mi (0.00 km2)	814 ft (248 m)	 	UTC−5 (Eastern (EST))	UTC−5 (EST)	47916	765	18-00784	 	 	39°59′1″N 87°3′18″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_Indiana&params=39_59_1_N_87_3_18_W_region:US-IN_type:city(66)
https://en.wikipedia.org/wiki/Alamo,_Nevada	Alamo, Nevada	Alamo, Nevada	Unincorporated town	 	Nevada	Lincoln	 	 	785	 	 	 	123.62/sq mi (47.73/km2)	 	 	 	 	6.35 sq mi (16.45 km2)	 	6.35 sq mi (16.45 km2)	0.00 sq mi (0.00 km2)	3,449 ft (1,051 m)	 	UTC−8 (Pacific (PST))	UTC−7 (PDT)	89001	 	32-00500	0845339	 	37°21′54″N 115°09′52″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_Nevada&params=37_21_54_N_115_09_52_W_region:US-NV_type:city
https://en.wikipedia.org/wiki/Alamo,_North_Dakota	Alamo, North Dakota	Alamo, North Dakota	City	 	North Dakota	Williams	 	 	53	 	 	 	96.72/sq mi (37.31/km2)	 	 	 	 	0.57 sq mi (1.48 km2)	 	0.55 sq mi (1.42 km2)	0.02 sq mi (0.06 km2)	2,120 ft (650 m)	 	UTC-6 (CST)	UTC-5 (CDT)	58830	701	38-00940	1035902[2]	 	48°34′57″N 103°28′03″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_North_Dakota&params=48_34_57_N_103_28_03_W_region:US-ND_type:city(51)
https://en.wikipedia.org/wiki/Alamo,_Tennessee	Alamo, Tennessee	Alamo, Tennessee	Town	 	Tennessee	Crockett	 	 	2,336	 	 	 	1,063.75/sq mi (410.74/km2)	 	Battle of the Alamo	 	 	2.20 sq mi (5.69 km2)	 	2.20 sq mi (5.69 km2)	0.00 sq mi (0.00 km2)	361 ft (110 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	 	731	47-00440[4]	1304782[5]	www.townofalamo.net	35°47′3″N 89°6′57″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_Tennessee&params=35_47_3_N_89_6_57_W_region:US-TN_type:city(2336)
https://en.wikipedia.org/wiki/Alamo,_Texas	Alamo, Texas	Alamo, Texas	City	 	Texas	Hidalgo	 	 	18,353	 	19,910	 	2,650.78/sq mi (1,023.42/km2)	 	 	 	 	7.51 sq mi (19.45 km2)	 	7.51 sq mi (19.45 km2)	0.00 sq mi (0.00 km2)	98 ft (30 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	78516	956	48-01576[5]	1329296[6]	www.alamotexas.org	26°11′6″N 98°7′4″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo,_Texas&params=26_11_6_N_98_7_4_W_region:US-TX_type:city(14760)
https://en.wikipedia.org/wiki/Alamo_Heights,_Texas	Alamo Heights, Texas	Alamo Heights, Texas		 	Texas	Bexar	 	 	7,357	 	 	 	4,678.98/sq mi (1,806.42/km2)	 	 	Council-Manager	 	1.84 sq mi (4.77 km2)	 	1.84 sq mi (4.77 km2)	0.00 sq mi (0.00 km2)	801 ft (244 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	78209	210, 726 (planned)	48-01600[4]	1329300[2]	www.alamoheightstx.gov	29°28′58″N 98°28′2″W	https://geohack.toolforge.org/geohack.php?pagename=Alamo_Heights,_Texas&params=29_28_58_N_98_28_2_W_region:US-TX_type:city(7319)
https://en.wikipedia.org/wiki/Alamogordo,_New_Mexico	Alamogordo, New Mexico	Alamogordo, New Mexico	City	 	New Mexico	Otero[1][2]	 	 	31,384	 	 	 	1,432.32/sq mi (553.02/km2)	 	álamo gordo, Spanish for "fat cottonwood"	Commission–manager	 	21.58 sq mi (55.90 km2)	 	21.57 sq mi (55.87 km2)	0.01 sq mi (0.03 km2)	4,330 ft (1,320 m)	 	UTC−7 (Mountain Standard Time Zone)	UTC−6 (Mountain Daylight Time)	88310, 88311 (PO Box)	575	35-01780	2409672[3]	ci.alamogordo.nm.us	32°51′22″N 105°58′28″W	https://geohack.toolforge.org/geohack.php?pagename=Alamogordo,_New_Mexico&params=32_51_22_N_105_58_28_W_type:city_region:US-NM
https://en.wikipedia.org/wiki/Alamosa,_Colorado	Alamosa, Colorado	Alamosa, Colorado	Home rule municipality	 	Colorado	Alamosa County[1]	 	 	9,806	 	 	 	184.0/sq mi (71.03/km2)	 	The cottonwood trees along the Rio Grande[4]	Home rule municipality[1]	 	7.97 sq mi (20.65 km2)	 	7.90 sq mi (20.46 km2)	0.07 sq mi (0.19 km2)	7,545 ft (2,300 m)	 	UTC−07:00 (MST)	UTC−06:00 (MDT)	81101, 81102[8]	719	08-01090	 	cityofalamosa.org	37°28′30″N 105°52′31″W	https://geohack.toolforge.org/geohack.php?pagename=Alamosa,_Colorado&params=37.475041_N_105.875314_W_region:US-CO_type:city
https://en.wikipedia.org/wiki/Alanreed,_Texas	Alanreed, Texas	Alanreed, Texas	Census-designated place	 	Texas	Gray	 	 	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	UTC-6 (Central (CST))	UTC-5 (CDT)	 	 	 	 	 	 	 
https://en.wikipedia.org/wiki/Alanson,_Michigan	Alanson, Michigan	Alanson, Michigan	Village	 	Michigan	Emmet	 	 	778	 	 	 	789.85/sq mi (304.90/km2)	1875	 	Village council	 	1.02 sq mi (2.63 km2)	 	0.98 sq mi (2.55 km2)	0.03 sq mi (0.08 km2)	600 ft (200 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	49706	231	26-00860[4]	2397921[3]	Official website	45°26′33″N 84°47′14″W	https://geohack.toolforge.org/geohack.php?pagename=Alanson,_Michigan&params=45_26_33_N_84_47_14_W_type:city_region:US-MI_source:GNIS
https://en.wikipedia.org/wiki/Alapaha,_Georgia	Alapaha, Georgia	Alapaha, Georgia	Town	 	Georgia	Berrien	 	 	481	 	 	 	468.35/sq mi (180.80/km2)	 	 	 	 	1.03 sq mi (2.66 km2)	 	1.03 sq mi (2.66 km2)	0.00 sq mi (0.00 km2)	285 ft (87 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	31622	229	13-01024[2]	0331009[3]	 	31°22′56″N 83°13′26″W	https://geohack.toolforge.org/geohack.php?pagename=Alapaha,_Georgia&params=31_22_56_N_83_13_26_W_region:US_type:city
https://en.wikipedia.org/wiki/Alba,_Michigan	Alba, Michigan	Alba, Michigan	Census-designated place	 	Michigan	Antrim	 	 	287	 	 	 	105.32/sq mi (40.66/km2)	 	 	 	 	2.73 sq mi (7.07 km2)	 	2.73 sq mi (7.07 km2)	0.00 sq mi (0.00 km2)	1,178 ft (359 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	49611	231	 	619894[2]	 	44°58′29″N 84°58′07″W	https://geohack.toolforge.org/geohack.php?pagename=Alba,_Michigan&params=44_58_29_N_84_58_07_W_region:US-MI_type:city(287)
https://en.wikipedia.org/wiki/Alba,_Missouri	Alba, Missouri	Alba, Missouri	City	 	Missouri	Jasper	 	 	544	 	 	 	1,653.50/sq mi (639.08/km2)	 	 	 	 	0.33 sq mi (0.85 km2)	 	0.33 sq mi (0.85 km2)	0.00 sq mi (0.00 km2)	994 ft (303 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	64830	417	29-00496[4]	2393897[3]	 	37°14′14″N 94°25′03″W	https://geohack.toolforge.org/geohack.php?pagename=Alba,_Missouri&params=37_14_14_N_94_25_03_W_region:US_type:city
https://en.wikipedia.org/wiki/Alba,_Pennsylvania	Alba, Pennsylvania	Alba, Pennsylvania	Borough	 	Pennsylvania	Bradford	 	 	133	 	 	 	197.33/sq mi (76.18/km2)	1803	 	 	 	0.67 sq mi (1.75 km2)	 	0.67 sq mi (1.75 km2)	0.00 sq mi (0.00 km2)	1,572 ft (479 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	 	570	42-00572	 	 	41°42′16″N 76°49′39″W	https://geohack.toolforge.org/geohack.php?pagename=Alba,_Pennsylvania&params=41_42_16_N_76_49_39_W_region:US-PA_type:city(186)
https://en.wikipedia.org/wiki/Alba,_Texas	Alba, Texas	Alba, Texas	Town	 	Texas	 	 	 	504	 	545	 	517.57/sq mi (199.87/km2)	 	 	 	 	1.06 sq mi (2.74 km2)	 	1.05 sq mi (2.73 km2)	0.01 sq mi (0.02 km2)	449 ft (137 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	75410	903	48-01636[3]	1329324[4]	 	32°47′31″N 95°38′4″W	https://geohack.toolforge.org/geohack.php?pagename=Alba,_Texas&params=32_47_31_N_95_38_4_W_region:US-TX_type:city(430)
https://en.wikipedia.org/wiki/Albany,_California	Albany, California	Albany, California	City	 	California	Alameda County	 	 	20,271	 	 	 	11,324.58/sq mi (4,372.49/km2)	 	 	 	 	5.47 sq mi (14.16 km2)	 	1.79 sq mi (4.64 km2)	3.68 sq mi (9.52 km2)  67.28%	43 ft (13 m)	 	UTC−8 (PST)	UTC−7 (PDT)	 	510, 341	06-00674	1657902, 2409674	www.albanyca.org	37°53′13″N 122°17′52″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_California&params=37_53_13_N_122_17_52_W_region:US-CA_type:city(20271)
https://en.wikipedia.org/wiki/Albany,_Georgia	Albany, Georgia	Albany	City	 	Georgia	Dougherty	 	 	 	68,089	 	 	1,264.84/sq mi (488.35/km2)	 	 	 	 	 	55.83 sq mi (144.59 km2)	55.06 sq mi (142.62 km2)	0.76 sq mi (1.98 km2)	203 ft (62 m)	 	UTC−5 (EST)	UTC−4 (EDT)	31701, 31705, 31707, 31721, 31763	229	13-01052[2]	0310424[3]	www.albanyga.gov	31°34′56″N 84°9′56″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Georgia&params=31_34_56_N_84_9_56_W_region:US-GA_type:city(68089)
https://en.wikipedia.org/wiki/Albany,_Indiana	Albany, Indiana	Albany, Indiana	Town	 	Indiana	 	 	 	2,295[1]	 	 	 	1,158.51/sq mi (447.29/km2)	 	 	 	 	1.99 sq mi (5.15 km2)	 	1.98 sq mi (5.13 km2)	0.01 sq mi (0.02 km2)	909 ft (277 m)	 	UTC−5 (EST)	UTC−5 (EST)	47320	765	18-00802	 	https://albanyin.com/	40°18′5″N 85°14′16″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Indiana&params=40_18_5_N_85_14_16_W_region:US_type:city
https://en.wikipedia.org/wiki/Albany,_Kentucky	Albany, Kentucky	Albany, Kentucky	City	 	Kentucky	Clinton	 	 	1,760	 	1,733	 	773.97/sq mi (298.82/km2)	 	 	 	 	2.28 sq mi (5.90 km2)	 	2.27 sq mi (5.89 km2)	0.01 sq mi (0.01 km2)	961 ft (293 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	42602	606	21-00694	0485813	 	36°41′36″N 85°8′7″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Kentucky&params=36_41_36_N_85_8_7_W_region:US_type:city
https://en.wikipedia.org/wiki/Albany,_Louisiana	Albany, Louisiana	Albany, Louisiana		 	Louisiana	 	 	 	1,235	 	 	 	921.64/sq mi (355.88/km2)	 	 	 	 	1.34 sq mi (3.47 km2)	 	1.34 sq mi (3.47 km2)	0.00 sq mi (0.00 km2)	39 ft (12 m)	 	UTC-6 (CST)	UTC-5 (CDT)	70711[4]	225	22-00835	2407407 [5]	townofalbanyla.com	30°30′16″N 90°34′56″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Louisiana&params=30_30_16_N_90_34_56_W_type:city(1235)_region:US-LA
https://en.wikipedia.org/wiki/Albany,_Minnesota	Albany, Minnesota	Albany	City	 	Minnesota	Stearns	 	 	2,780	 	 	 	1,278.75/sq mi (493.78/km2)	 	 	 	 	2.28 sq mi (5.92 km2)	 	2.17 sq mi (5.63 km2)	0.11 sq mi (0.29 km2)	1,181 ft (360 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	56307	320	27-00622[3]	2393898[2]	www.ci.albany.mn.us	45°37′42″N 94°34′03″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Minnesota&params=45_37_42_N_94_34_03_W_region:US-MN_type:city(2780)
https://en.wikipedia.org/wiki/Albany,_Missouri	Albany, Missouri	Albany, Missouri	City	 	Missouri	Gentry	 	 	1,679	 	 	 	687.55/sq mi (265.41/km2)	 	 	 	 	2.44 sq mi (6.33 km2)	 	2.44 sq mi (6.33 km2)	0.00 sq mi (0.00 km2)	899 ft (274 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	64402	660	29-00514[4]	2393899[3]	albanymo.net	40°14′52″N 94°20′00″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Missouri&params=40_14_52_N_94_20_00_W_region:US_type:city
https://en.wikipedia.org/wiki/Albany,_New_Hampshire	Albany, New Hampshire	Albany, New Hampshire		 	New Hampshire	Carroll	 	 	759	 	 	 	10/sq mi (3.9/km2)	 	 	 	 	75.8 sq mi (196.2 km2)	 	75.1 sq mi (194.6 km2)	0.6 sq mi (1.5 km2)  0.79%	680 ft (210 m)	 	UTC-5 (Eastern)	UTC-4 (Eastern)	03818	603	33-00420	0873526	www.albanynh.org	43°57′36″N 71°11′37″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_New_Hampshire&params=43_57_36_N_71_11_37_W_region:US-NH_type:city(759)
https://en.wikipedia.org/wiki/Albany,_New_York	Albany, New York	Albany	State capital	 	New York	Albany	 	 	 	 	100,826 (US: 329th)	 	4,635.77/sq mi (1,789.90/km2)	1614; 409 years ago (1614)	 	Strong mayor-council	 	 	 	21.40 sq mi (55.44 km2)	0.53 sq mi (1.38 km2)	148 ft (45 m)	 	UTC−5 (EST)	UTC−4 (EDT)	 	518, 838	36-01000	977310[4]	albanyny.gov	42°39′09″N 073°45′26″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_New_York&params=42_39_09_N_073_45_26_W_type:city(99224)_region:US-NY
https://en.wikipedia.org/wiki/Albany,_Ohio	Albany, Ohio	Albany, Ohio	Village	 	Ohio	Athens	 	 	917	 	 	 	688.44/sq mi (265.72/km2)	 	 	 	 	1.35 sq mi (3.49 km2)	 	1.33 sq mi (3.45 km2)	0.01 sq mi (0.04 km2)	758 ft (231 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	45710	740	39-01042[3]	1060817[2]	www.albanyoh.org	39°13′44″N 82°12′1″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Ohio&params=39_13_44_N_82_12_1_W_region:US-OH_type:city(808)
https://en.wikipedia.org/wiki/Albany,_Oklahoma	Albany, Oklahoma	Albany, Oklahoma	Census-designated place	 	Oklahoma	Bryan	 	 	118	 	 	 	28.74/sq mi (11.10/km2)	 	 	 	 	4.16 sq mi (10.76 km2)	 	4.11 sq mi (10.63 km2)	0.05 sq mi (0.13 km2)	581 ft (177 m)	 	UTC-6 (Central (CST))	UTC-5 (Central Daylight (CDT))	74721	580	40-00950	2629903[2]	 	33°52′37″N 96°09′36″W	https://geohack.toolforge.org/geohack.php?pagename=Albany,_Oklahoma&params=33_52_37_N_96_09_36_W_type:city(118)_region:US-OK
